"Id";"QuestionId";"AnswerTypeId";"Text";"Image";"IsHtml";"IsButton"
79;4;1;"Nice to meet you!";"";0;0
80;4;1;"Hiya!";"";0;0
81;4;1;"Top of the morning to you!";"";0;0
82;4;1;"Bonjour!";"";0;0
83;4;1;"Welcome!";"";0;0
84;4;1;"Good to see you again!";"";0;0
85;4;1;"Hola!";"";0;0
86;4;1;"Namaste!";"";0;0
87;4;1;"Aloha!";"";0;0
88;4;1;"Hey, great to have you here!";"";0;0
89;4;1;"Hey, glad you could make it!";"";0;0
90;4;1;"Howdy, partner!";"";0;0
91;4;1;"Hi, it's good to be in your company.";"";0;0
92;4;1;"Good day!";"";0;0
93;4;1;"Hey, thanks for being here!";"";0;0
94;4;1;"It's a pleasure to see you.";"";0;0
95;4;1;"Hey, good to see a friendly face!";"";0;0
96;4;1;"Hi, I hope you're having a good day.";"";0;0
97;4;1;"Hey, good to see you're doing well!";"";0;0
98;4;1;"Hi, hope you're doing fine.";"";0;0
99;5;1;"Hi there!";"";0;0
100;5;1;"Hello, good to see you.";"";0;0
101;5;1;"Greetings!";"";0;0
102;5;1;"Salutations!";"";0;0
103;5;1;"Nice to meet you!";"";0;0
104;5;1;"Hiya!";"";0;0
105;5;1;"Top of the morning to you!";"";0;0
106;5;1;"Bonjour!";"";0;0
107;5;1;"Welcome!";"";0;0
108;5;1;"Good to see you again!";"";0;0
109;5;1;"Hola!";"";0;0
110;5;1;"Namaste!";"";0;0
111;5;1;"Aloha!";"";0;0
112;5;1;"Hey, great to have you here!";"";0;0
113;5;1;"Hey, glad you could make it!";"";0;0
114;5;1;"Howdy, partner!";"";0;0
115;5;1;"Hi, it's good to be in your company.";"";0;0
116;5;1;"Good day!";"";0;0
117;5;1;"Hey, thanks for being here!";"";0;0
118;5;1;"It's a pleasure to see you.";"";0;0
119;5;1;"Hey, good to see a friendly face!";"";0;0
120;5;1;"Hi, I hope you're having a good day.";"";0;0
121;5;1;"Hey, good to see you're doing well!";"";0;0
122;5;1;"Hi, hope you're doing fine.";"";0;0
123;6;1;"Hi there!";"";0;0
124;6;1;"Hello, good to see you.";"";0;0
125;6;1;"Greetings!";"";0;0
126;6;1;"Salutations!";"";0;0
127;6;1;"Nice to meet you!";"";0;0
128;6;1;"Hiya!";"";0;0
129;6;1;"Top of the morning to you!";"";0;0
130;6;1;"Bonjour!";"";0;0
131;6;1;"Welcome!";"";0;0
132;6;1;"Good to see you again!";"";0;0
133;6;1;"Hola!";"";0;0
134;6;1;"Namaste!";"";0;0
135;6;1;"Aloha!";"";0;0
136;6;1;"Hey, great to have you here!";"";0;0
137;6;1;"Hey, glad you could make it!";"";0;0
138;6;1;"Howdy, partner!";"";0;0
139;6;1;"Hi, it's good to be in your company.";"";0;0
140;6;1;"Good day!";"";0;0
141;6;1;"Hey, thanks for being here!";"";0;0
142;6;1;"It's a pleasure to see you.";"";0;0
143;6;1;"Hey, good to see a friendly face!";"";0;0
144;6;1;"Hi, I hope you're having a good day.";"";0;0
145;6;1;"Hey, good to see you're doing well!";"";0;0
146;6;1;"Hi, hope you're doing fine.";"";0;0
147;7;1;"Hi there!";"";0;0
148;7;1;"Hello, good to see you.";"";0;0
149;7;1;"Greetings!";"";0;0
150;7;1;"Salutations!";"";0;0
151;7;1;"Nice to meet you!";"";0;0
152;7;1;"Hiya!";"";0;0
153;7;1;"Top of the morning to you!";"";0;0
154;7;1;"Bonjour!";"";0;0
155;7;1;"Welcome!";"";0;0
156;7;1;"Good to see you again!";"";0;0
157;7;1;"Hola!";"";0;0
158;7;1;"Namaste!";"";0;0
159;7;1;"Aloha!";"";0;0
160;7;1;"Hey, great to have you here!";"";0;0
161;7;1;"Hey, glad you could make it!";"";0;0
162;7;1;"Howdy, partner!";"";0;0
163;7;1;"Hi, it's good to be in your company.";"";0;0
164;7;1;"Good day!";"";0;0
165;7;1;"Hey, thanks for being here!";"";0;0
166;7;1;"It's a pleasure to see you.";"";0;0
167;7;1;"Hey, good to see a friendly face!";"";0;0
168;7;1;"Hi, I hope you're having a good day.";"";0;0
169;7;1;"Hey, good to see you're doing well!";"";0;0
170;7;1;"Hi, hope you're doing fine.";"";0;0
171;8;1;"Hi there!";"";0;0
172;8;1;"Hello, good to see you.";"";0;0
173;8;1;"Greetings!";"";0;0
174;8;1;"Salutations!";"";0;0
175;8;1;"Nice to meet you!";"";0;0
176;8;1;"Hiya!";"";0;0
177;8;1;"Top of the morning to you!";"";0;0
178;8;1;"Bonjour!";"";0;0
179;8;1;"Welcome!";"";0;0
180;8;1;"Good to see you again!";"";0;0
181;8;1;"Hola!";"";0;0
182;8;1;"Namaste!";"";0;0
183;8;1;"Aloha!";"";0;0
184;8;1;"Hey, great to have you here!";"";0;0
185;8;1;"Hey, glad you could make it!";"";0;0
186;8;1;"Howdy, partner!";"";0;0
187;8;1;"Hi, it's good to be in your company.";"";0;0
188;8;1;"Good day!";"";0;0
189;8;1;"Hey, thanks for being here!";"";0;0
190;8;1;"It's a pleasure to see you.";"";0;0
191;8;1;"Hey, good to see a friendly face!";"";0;0
192;8;1;"Hi, I hope you're having a good day.";"";0;0
193;8;1;"Hey, good to see you're doing well!";"";0;0
194;8;1;"Hi, hope you're doing fine.";"";0;0
195;9;1;"Hi there!";"";0;0
196;9;1;"Hello, good to see you.";"";0;0
197;9;1;"Greetings!";"";0;0
198;9;1;"Salutations!";"";0;0
199;9;1;"Nice to meet you!";"";0;0
200;9;1;"Hiya!";"";0;0
201;9;1;"Top of the morning to you!";"";0;0
202;9;1;"Bonjour!";"";0;0
203;9;1;"Welcome!";"";0;0
204;9;1;"Good to see you again!";"";0;0
205;9;1;"Hola!";"";0;0
206;9;1;"Namaste!";"";0;0
207;9;1;"Aloha!";"";0;0
208;9;1;"Hey, great to have you here!";"";0;0
209;9;1;"Hey, glad you could make it!";"";0;0
210;9;1;"Howdy, partner!";"";0;0
211;9;1;"Hi, it's good to be in your company.";"";0;0
212;9;1;"Good day!";"";0;0
213;9;1;"Hey, thanks for being here!";"";0;0
214;9;1;"It's a pleasure to see you.";"";0;0
215;9;1;"Hey, good to see a friendly face!";"";0;0
216;9;1;"Hi, I hope you're having a good day.";"";0;0
217;9;1;"Hey, good to see you're doing well!";"";0;0
218;9;1;"Hi, hope you're doing fine.";"";0;0
219;10;1;"Hi there!";"";0;0
220;10;1;"Hello, good to see you.";"";0;0
221;10;1;"Greetings!";"";0;0
222;10;1;"Salutations!";"";0;0
223;10;1;"Nice to meet you!";"";0;0
224;10;1;"Hiya!";"";0;0
225;10;1;"Top of the morning to you!";"";0;0
226;10;1;"Bonjour!";"";0;0
227;10;1;"Welcome!";"";0;0
228;10;1;"Good to see you again!";"";0;0
229;10;1;"Hola!";"";0;0
230;10;1;"Namaste!";"";0;0
231;10;1;"Aloha!";"";0;0
232;10;1;"Hey, great to have you here!";"";0;0
233;10;1;"Hey, glad you could make it!";"";0;0
234;10;1;"Howdy, partner!";"";0;0
235;10;1;"Hi, it's good to be in your company.";"";0;0
236;10;1;"Good day!";"";0;0
237;10;1;"Hey, thanks for being here!";"";0;0
238;10;1;"It's a pleasure to see you.";"";0;0
239;10;1;"Hey, good to see a friendly face!";"";0;0
240;10;1;"Hi, I hope you're having a good day.";"";0;0
241;10;1;"Hey, good to see you're doing well!";"";0;0
242;10;1;"Hi, hope you're doing fine.";"";0;0
243;11;1;"Hi there!";"";0;0
244;11;1;"Hello, good to see you.";"";0;0
245;11;1;"Greetings!";"";0;0
246;11;1;"Salutations!";"";0;0
247;11;1;"Nice to meet you!";"";0;0
248;11;1;"Hiya!";"";0;0
249;11;1;"Top of the morning to you!";"";0;0
250;11;1;"Bonjour!";"";0;0
251;11;1;"Welcome!";"";0;0
252;11;1;"Good to see you again!";"";0;0
253;11;1;"Hola!";"";0;0
254;11;1;"Namaste!";"";0;0
255;11;1;"Aloha!";"";0;0
256;11;1;"Hey, great to have you here!";"";0;0
257;11;1;"Hey, glad you could make it!";"";0;0
258;11;1;"Howdy, partner!";"";0;0
259;11;1;"Hi, it's good to be in your company.";"";0;0
260;11;1;"Good day!";"";0;0
261;11;1;"Hey, thanks for being here!";"";0;0
262;11;1;"It's a pleasure to see you.";"";0;0
263;11;1;"Hey, good to see a friendly face!";"";0;0
264;11;1;"Hi, I hope you're having a good day.";"";0;0
265;11;1;"Hey, good to see you're doing well!";"";0;0
266;11;1;"Hi, hope you're doing fine.";"";0;0
267;12;1;"Hi there!";"";0;0
268;12;1;"Hello, good to see you.";"";0;0
269;12;1;"Greetings!";"";0;0
270;12;1;"Salutations!";"";0;0
271;12;1;"Nice to meet you!";"";0;0
272;12;1;"Hiya!";"";0;0
273;12;1;"Top of the morning to you!";"";0;0
274;12;1;"Bonjour!";"";0;0
275;12;1;"Welcome!";"";0;0
276;12;1;"Good to see you again!";"";0;0
277;12;1;"Hola!";"";0;0
278;12;1;"Namaste!";"";0;0
279;12;1;"Aloha!";"";0;0
280;12;1;"Hey, great to have you here!";"";0;0
281;12;1;"Hey, glad you could make it!";"";0;0
282;12;1;"Howdy, partner!";"";0;0
283;12;1;"Hi, it's good to be in your company.";"";0;0
284;12;1;"Good day!";"";0;0
285;12;1;"Hey, thanks for being here!";"";0;0
286;12;1;"It's a pleasure to see you.";"";0;0
287;12;1;"Hey, good to see a friendly face!";"";0;0
288;12;1;"Hi, I hope you're having a good day.";"";0;0
289;12;1;"Hey, good to see you're doing well!";"";0;0
290;12;1;"Hi, hope you're doing fine.";"";0;0
291;13;1;"Hi there!";"";0;0
292;13;1;"Hello, good to see you.";"";0;0
293;13;1;"Greetings!";"";0;0
294;13;1;"Salutations!";"";0;0
295;13;1;"Nice to meet you!";"";0;0
296;13;1;"Hiya!";"";0;0
297;13;1;"Top of the morning to you!";"";0;0
298;13;1;"Bonjour!";"";0;0
299;13;1;"Welcome!";"";0;0
300;13;1;"Good to see you again!";"";0;0
301;13;1;"Hola!";"";0;0
302;13;1;"Namaste!";"";0;0
303;13;1;"Aloha!";"";0;0
304;13;1;"Hey, great to have you here!";"";0;0
305;13;1;"Hey, glad you could make it!";"";0;0
306;13;1;"Howdy, partner!";"";0;0
307;13;1;"Hi, it's good to be in your company.";"";0;0
308;13;1;"Good day!";"";0;0
309;13;1;"Hey, thanks for being here!";"";0;0
310;13;1;"It's a pleasure to see you.";"";0;0
311;13;1;"Hey, good to see a friendly face!";"";0;0
312;13;1;"Hi, I hope you're having a good day.";"";0;0
313;13;1;"Hey, good to see you're doing well!";"";0;0
314;13;1;"Hi, hope you're doing fine.";"";0;0
315;14;1;"Hi there!";"";0;0
316;14;1;"Hello, good to see you.";"";0;0
317;14;1;"Greetings!";"";0;0
318;14;1;"Salutations!";"";0;0
319;14;1;"Nice to meet you!";"";0;0
320;14;1;"Hiya!";"";0;0
321;14;1;"Top of the morning to you!";"";0;0
322;14;1;"Bonjour!";"";0;0
323;14;1;"Welcome!";"";0;0
324;14;1;"Good to see you again!";"";0;0
325;14;1;"Hola!";"";0;0
326;14;1;"Namaste!";"";0;0
327;14;1;"Aloha!";"";0;0
328;14;1;"Hey, great to have you here!";"";0;0
329;14;1;"Hey, glad you could make it!";"";0;0
330;14;1;"Howdy, partner!";"";0;0
331;14;1;"Hi, it's good to be in your company.";"";0;0
332;14;1;"Good day!";"";0;0
333;14;1;"Hey, thanks for being here!";"";0;0
334;14;1;"It's a pleasure to see you.";"";0;0
335;14;1;"Hey, good to see a friendly face!";"";0;0
336;14;1;"Hi, I hope you're having a good day.";"";0;0
337;14;1;"Hey, good to see you're doing well!";"";0;0
338;14;1;"Hi, hope you're doing fine.";"";0;0
339;15;1;"Hi there!";"";0;0
340;15;1;"Hello, good to see you.";"";0;0
341;15;1;"Greetings!";"";0;0
342;15;1;"Salutations!";"";0;0
343;15;1;"Nice to meet you!";"";0;0
344;15;1;"Hiya!";"";0;0
345;15;1;"Top of the morning to you!";"";0;0
346;15;1;"Bonjour!";"";0;0
347;15;1;"Welcome!";"";0;0
348;15;1;"Good to see you again!";"";0;0
349;15;1;"Hola!";"";0;0
350;15;1;"Namaste!";"";0;0
351;15;1;"Aloha!";"";0;0
352;15;1;"Hey, great to have you here!";"";0;0
353;15;1;"Hey, glad you could make it!";"";0;0
354;15;1;"Howdy, partner!";"";0;0
355;15;1;"Hi, it's good to be in your company.";"";0;0
356;15;1;"Good day!";"";0;0
357;15;1;"Hey, thanks for being here!";"";0;0
358;15;1;"It's a pleasure to see you.";"";0;0
359;15;1;"Hey, good to see a friendly face!";"";0;0
360;15;1;"Hi, I hope you're having a good day.";"";0;0
361;15;1;"Hey, good to see you're doing well!";"";0;0
362;15;1;"Hi, hope you're doing fine.";"";0;0
363;16;1;"Hi there!";"";0;0
364;16;1;"Hello, good to see you.";"";0;0
365;16;1;"Greetings!";"";0;0
366;16;1;"Salutations!";"";0;0
367;16;1;"Nice to meet you!";"";0;0
368;16;1;"Hiya!";"";0;0
369;16;1;"Top of the morning to you!";"";0;0
370;16;1;"Bonjour!";"";0;0
371;16;1;"Welcome!";"";0;0
372;16;1;"Good to see you again!";"";0;0
373;16;1;"Hola!";"";0;0
374;16;1;"Namaste!";"";0;0
375;16;1;"Aloha!";"";0;0
376;16;1;"Hey, great to have you here!";"";0;0
377;16;1;"Hey, glad you could make it!";"";0;0
378;16;1;"Howdy, partner!";"";0;0
379;16;1;"Hi, it's good to be in your company.";"";0;0
380;16;1;"Good day!";"";0;0
381;16;1;"Hey, thanks for being here!";"";0;0
382;16;1;"It's a pleasure to see you.";"";0;0
383;16;1;"Hey, good to see a friendly face!";"";0;0
384;16;1;"Hi, I hope you're having a good day.";"";0;0
385;16;1;"Hey, good to see you're doing well!";"";0;0
386;16;1;"Hi, hope you're doing fine.";"";0;0
387;17;1;"Hi there!";"";0;0
388;17;1;"Hello, good to see you.";"";0;0
389;17;1;"Greetings!";"";0;0
390;17;1;"Salutations!";"";0;0
391;17;1;"Nice to meet you!";"";0;0
392;17;1;"Hiya!";"";0;0
393;17;1;"Top of the morning to you!";"";0;0
394;17;1;"Bonjour!";"";0;0
395;17;1;"Welcome!";"";0;0
396;17;1;"Good to see you again!";"";0;0
397;17;1;"Hola!";"";0;0
398;17;1;"Namaste!";"";0;0
399;17;1;"Aloha!";"";0;0
400;17;1;"Hey, great to have you here!";"";0;0
401;17;1;"Hey, glad you could make it!";"";0;0
402;17;1;"Howdy, partner!";"";0;0
403;17;1;"Hi, it's good to be in your company.";"";0;0
404;17;1;"Good day!";"";0;0
405;17;1;"Hey, thanks for being here!";"";0;0
406;17;1;"It's a pleasure to see you.";"";0;0
407;17;1;"Hey, good to see a friendly face!";"";0;0
408;17;1;"Hi, I hope you're having a good day.";"";0;0
409;17;1;"Hey, good to see you're doing well!";"";0;0
410;17;1;"Hi, hope you're doing fine.";"";0;0
411;18;1;"Hi there!";"";0;0
412;18;1;"Hello, good to see you.";"";0;0
413;18;1;"Greetings!";"";0;0
414;18;1;"Salutations!";"";0;0
415;18;1;"Nice to meet you!";"";0;0
416;18;1;"Hiya!";"";0;0
417;18;1;"Top of the morning to you!";"";0;0
418;18;1;"Bonjour!";"";0;0
419;18;1;"Welcome!";"";0;0
420;18;1;"Good to see you again!";"";0;0
421;18;1;"Hola!";"";0;0
422;18;1;"Namaste!";"";0;0
423;18;1;"Aloha!";"";0;0
424;18;1;"Hey, great to have you here!";"";0;0
425;18;1;"Hey, glad you could make it!";"";0;0
426;18;1;"Howdy, partner!";"";0;0
427;18;1;"Hi, it's good to be in your company.";"";0;0
428;18;1;"Good day!";"";0;0
429;18;1;"Hey, thanks for being here!";"";0;0
430;18;1;"It's a pleasure to see you.";"";0;0
431;18;1;"Hey, good to see a friendly face!";"";0;0
432;18;1;"Hi, I hope you're having a good day.";"";0;0
433;18;1;"Hey, good to see you're doing well!";"";0;0
434;18;1;"Hi, hope you're doing fine.";"";0;0
435;19;1;"Hi there!";"";0;0
436;19;1;"Hello, good to see you.";"";0;0
437;19;1;"Greetings!";"";0;0
438;19;1;"Salutations!";"";0;0
439;19;1;"Nice to meet you!";"";0;0
440;19;1;"Hiya!";"";0;0
441;19;1;"Top of the morning to you!";"";0;0
442;19;1;"Bonjour!";"";0;0
443;19;1;"Welcome!";"";0;0
444;19;1;"Good to see you again!";"";0;0
445;19;1;"Hola!";"";0;0
446;19;1;"Namaste!";"";0;0
447;19;1;"Aloha!";"";0;0
448;19;1;"Hey, great to have you here!";"";0;0
449;19;1;"Hey, glad you could make it!";"";0;0
450;19;1;"Howdy, partner!";"";0;0
451;19;1;"Hi, it's good to be in your company.";"";0;0
452;19;1;"Good day!";"";0;0
453;19;1;"Hey, thanks for being here!";"";0;0
454;19;1;"It's a pleasure to see you.";"";0;0
455;19;1;"Hey, good to see a friendly face!";"";0;0
456;19;1;"Hi, I hope you're having a good day.";"";0;0
457;19;1;"Hey, good to see you're doing well!";"";0;0
458;19;1;"Hi, hope you're doing fine.";"";0;0
459;20;1;"Hi there!";"";0;0
460;20;1;"Hello, good to see you.";"";0;0
461;20;1;"Greetings!";"";0;0
462;20;1;"Salutations!";"";0;0
463;20;1;"Nice to meet you!";"";0;0
464;20;1;"Hiya!";"";0;0
465;20;1;"Top of the morning to you!";"";0;0
466;20;1;"Bonjour!";"";0;0
467;20;1;"Welcome!";"";0;0
468;20;1;"Good to see you again!";"";0;0
469;20;1;"Hola!";"";0;0
470;20;1;"Namaste!";"";0;0
471;20;1;"Aloha!";"";0;0
472;20;1;"Hey, great to have you here!";"";0;0
473;20;1;"Hey, glad you could make it!";"";0;0
474;20;1;"Howdy, partner!";"";0;0
475;20;1;"Hi, it's good to be in your company.";"";0;0
476;20;1;"Good day!";"";0;0
477;20;1;"Hey, thanks for being here!";"";0;0
478;20;1;"It's a pleasure to see you.";"";0;0
479;20;1;"Hey, good to see a friendly face!";"";0;0
480;20;1;"Hi, I hope you're having a good day.";"";0;0
481;20;1;"Hey, good to see you're doing well!";"";0;0
482;20;1;"Hi, hope you're doing fine.";"";0;0
483;21;1;"Hi there!";"";0;0
484;21;1;"Hello, good to see you.";"";0;0
485;21;1;"Greetings!";"";0;0
486;21;1;"Salutations!";"";0;0
487;21;1;"Nice to meet you!";"";0;0
488;21;1;"Hiya!";"";0;0
489;21;1;"Top of the morning to you!";"";0;0
490;21;1;"Bonjour!";"";0;0
491;21;1;"Welcome!";"";0;0
492;21;1;"Good to see you again!";"";0;0
493;21;1;"Hola!";"";0;0
494;21;1;"Namaste!";"";0;0
495;21;1;"Aloha!";"";0;0
496;21;1;"Hey, great to have you here!";"";0;0
497;21;1;"Hey, glad you could make it!";"";0;0
498;21;1;"Howdy, partner!";"";0;0
499;21;1;"Hi, it's good to be in your company.";"";0;0
500;21;1;"Good day!";"";0;0
501;21;1;"Hey, thanks for being here!";"";0;0
502;21;1;"It's a pleasure to see you.";"";0;0
503;21;1;"Hey, good to see a friendly face!";"";0;0
504;21;1;"Hi, I hope you're having a good day.";"";0;0
505;21;1;"Hey, good to see you're doing well!";"";0;0
506;21;1;"Hi, hope you're doing fine.";"";0;0
507;22;1;"Hi there!";"";0;0
508;22;1;"Hello, good to see you.";"";0;0
509;22;1;"Greetings!";"";0;0
510;22;1;"Salutations!";"";0;0
511;22;1;"Nice to meet you!";"";0;0
512;22;1;"Hiya!";"";0;0
513;22;1;"Top of the morning to you!";"";0;0
514;22;1;"Bonjour!";"";0;0
515;22;1;"Welcome!";"";0;0
516;22;1;"Good to see you again!";"";0;0
517;22;1;"Hola!";"";0;0
518;22;1;"Namaste!";"";0;0
519;22;1;"Aloha!";"";0;0
520;22;1;"Hey, great to have you here!";"";0;0
521;22;1;"Hey, glad you could make it!";"";0;0
522;22;1;"Howdy, partner!";"";0;0
523;22;1;"Hi, it's good to be in your company.";"";0;0
524;22;1;"Good day!";"";0;0
525;22;1;"Hey, thanks for being here!";"";0;0
526;22;1;"It's a pleasure to see you.";"";0;0
527;22;1;"Hey, good to see a friendly face!";"";0;0
528;22;1;"Hi, I hope you're having a good day.";"";0;0
529;22;1;"Hey, good to see you're doing well!";"";0;0
530;22;1;"Hi, hope you're doing fine.";"";0;0
531;23;1;"Hi there!";"";0;0
532;23;1;"Hello, good to see you.";"";0;0
533;23;1;"Greetings!";"";0;0
534;23;1;"Salutations!";"";0;0
535;23;1;"Nice to meet you!";"";0;0
536;23;1;"Hiya!";"";0;0
537;23;1;"Top of the morning to you!";"";0;0
538;23;1;"Bonjour!";"";0;0
539;23;1;"Welcome!";"";0;0
540;23;1;"Good to see you again!";"";0;0
541;23;1;"Hola!";"";0;0
542;23;1;"Namaste!";"";0;0
543;23;1;"Aloha!";"";0;0
544;23;1;"Hey, great to have you here!";"";0;0
545;23;1;"Hey, glad you could make it!";"";0;0
546;23;1;"Howdy, partner!";"";0;0
547;23;1;"Hi, it's good to be in your company.";"";0;0
548;23;1;"Good day!";"";0;0
549;23;1;"Hey, thanks for being here!";"";0;0
550;23;1;"It's a pleasure to see you.";"";0;0
551;23;1;"Hey, good to see a friendly face!";"";0;0
552;23;1;"Hi, I hope you're having a good day.";"";0;0
553;23;1;"Hey, good to see you're doing well!";"";0;0
554;23;1;"Hi, hope you're doing fine.";"";0;0
555;24;1;"Hi there!";"";0;0
556;24;1;"Hello, good to see you.";"";0;0
557;24;1;"Greetings!";"";0;0
558;24;1;"Salutations!";"";0;0
559;24;1;"Nice to meet you!";"";0;0
560;24;1;"Hiya!";"";0;0
561;24;1;"Top of the morning to you!";"";0;0
562;24;1;"Bonjour!";"";0;0
563;24;1;"Welcome!";"";0;0
564;24;1;"Good to see you again!";"";0;0
565;24;1;"Hola!";"";0;0
566;24;1;"Namaste!";"";0;0
567;24;1;"Aloha!";"";0;0
568;24;1;"Hey, great to have you here!";"";0;0
569;24;1;"Hey, glad you could make it!";"";0;0
570;24;1;"Howdy, partner!";"";0;0
571;24;1;"Hi, it's good to be in your company.";"";0;0
572;24;1;"Good day!";"";0;0
573;24;1;"Hey, thanks for being here!";"";0;0
574;24;1;"It's a pleasure to see you.";"";0;0
575;24;1;"Hey, good to see a friendly face!";"";0;0
576;24;1;"Hi, I hope you're having a good day.";"";0;0
577;24;1;"Hey, good to see you're doing well!";"";0;0
578;24;1;"Hi, hope you're doing fine.";"";0;0
579;25;1;"Hi there!";"";0;0
580;25;1;"Hello, good to see you.";"";0;0
581;25;1;"Greetings!";"";0;0
582;25;1;"Salutations!";"";0;0
583;25;1;"Nice to meet you!";"";0;0
584;25;1;"Hiya!";"";0;0
585;25;1;"Top of the morning to you!";"";0;0
586;25;1;"Bonjour!";"";0;0
587;25;1;"Welcome!";"";0;0
588;25;1;"Good to see you again!";"";0;0
589;25;1;"Hola!";"";0;0
590;25;1;"Namaste!";"";0;0
591;25;1;"Aloha!";"";0;0
592;25;1;"Hey, great to have you here!";"";0;0
593;25;1;"Hey, glad you could make it!";"";0;0
594;25;1;"Howdy, partner!";"";0;0
595;25;1;"Hi, it's good to be in your company.";"";0;0
596;25;1;"Good day!";"";0;0
597;25;1;"Hey, thanks for being here!";"";0;0
598;25;1;"It's a pleasure to see you.";"";0;0
599;25;1;"Hey, good to see a friendly face!";"";0;0
600;25;1;"Hi, I hope you're having a good day.";"";0;0
601;25;1;"Hey, good to see you're doing well!";"";0;0
602;25;1;"Hi, hope you're doing fine.";"";0;0
603;26;1;"Hi there!";"";0;0
604;26;1;"Hello, good to see you.";"";0;0
605;26;1;"Greetings!";"";0;0
606;26;1;"Salutations!";"";0;0
607;26;1;"Nice to meet you!";"";0;0
608;26;1;"Hiya!";"";0;0
609;26;1;"Top of the morning to you!";"";0;0
610;26;1;"Bonjour!";"";0;0
611;26;1;"Welcome!";"";0;0
612;26;1;"Good to see you again!";"";0;0
613;26;1;"Hola!";"";0;0
614;26;1;"Namaste!";"";0;0
615;26;1;"Aloha!";"";0;0
616;26;1;"Hey, great to have you here!";"";0;0
617;26;1;"Hey, glad you could make it!";"";0;0
618;26;1;"Howdy, partner!";"";0;0
619;26;1;"Hi, it's good to be in your company.";"";0;0
620;26;1;"Good day!";"";0;0
621;26;1;"Hey, thanks for being here!";"";0;0
622;26;1;"It's a pleasure to see you.";"";0;0
623;26;1;"Hey, good to see a friendly face!";"";0;0
624;26;1;"Hi, I hope you're having a good day.";"";0;0
625;26;1;"Hey, good to see you're doing well!";"";0;0
626;26;1;"Hi, hope you're doing fine.";"";0;0
